,num,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,weight
1062,401125,401126,B000KENKXA,A2CUEP5A2NQFY4,Amazongirl,1,1,3,1295827200,"I like it, the kids don't.","Before becoming gf, we used the cornbread mix from the grocery store that comes in the little blue and white box and the kids loved it. They don't like this cornbread, but I do not mind it, I just hate throwing out what doesn't get eaten.",2.3452707615094163e-05
1351,60310,60311,B001ELL3LY,A3TBTAX85OYRKP,Happy Crafter,3,6,3,1262908800,Ok for cookiing,This is ok for cooking but I tried it in yogurt and it did not disolve very well so use it for cooking not milk. Somewhat dissapointed.,2.3452707615094163e-05
378,461031,461032,B0060JNAE8,A3JKI7AWYSTILO,Robert Ward,8,11,3,1242518400,Mediocre olive oil,"As natural products go, sometimes they are good.  Other times, not so good.  Zoe had good reviews in other media, but I found my recent purchase to be unusually bland.  I recommend extra virgin Napoleon olive oil which I have bought on Amazon.  It has consistently been flavorful even though not from the usual Mediteranean countries.",2.3452707615094163e-05
599,483276,483277,B000FM9BEE,A1KGGAU4WGY2ZN,N. Preikschat,0,0,3,1314316800,Doesn't last any longer than Everlasting treat,"My dog enjoys these treats, but they don't last. The very first time he got an everlasting treat it took him a couple of days to gnaw and lick the rounded treats out of the ball holder. Ever since though, he has figured out how to get the treats out of the ball quickly, then chews them up like biscuits.<br /><br />Thought the interlocking screw-on idea might keep the treats in the ball longer, but I think my dog just chewed off the end of the central threaded stick and then easily removed the treats as usual.<br /><br />Enjoyable but expensive for the short amount of time they last. Also, not sure of the calorie count? My dog is an 85lb young male german shepherd.",2.3452707615094163e-05
1249,50117,50118,B000EM0JS2,ADMWYMH11LD27,"Phillip Roncoroni ""goodcowfilms.com""",11,16,3,1146960000,44% DV saturated fat PER SERVING,"EDIT: At the time of this review in 2006, Amazon wasn't listing nutritional information on Grocery item pages.<br /><br />--<br /><br />First of all, it's great that Amazon is stocking food in bulk, but they really do need to include nutritional information on every item page.<br /><br />Looking at the ingredients here, I saw that this soup contained ""heavy whipped cream."" So obviously, there was going to be a fair amount of fat in here. But, going by the tomato basil flavor, which also has whipped cream, I didn't think it would be *that* bad. The tomato basil is about 20% DV per serving.<br /><br />I ordered this soup, only to find out that it has 44% DV saturated fat PER SERVING, or 88% per can. Ridiculous.<br /><br />The Wolfgang Puck customer service E-Mail contact form also wouldn't give me the nutritional information before I ordered this item at Amazon because:<br /><br />""Thank you for your e-mail.  Unfortunately, the only nutritional information<br />available is that which is on the individual can.  Sorry.""<br /><br />Now I'm sure the soup is delicious, just like all the other Wolfgang Puck soups... but that fat content is horrendous.",2.3452707615094163e-05
926,546894,546895,B003ZINORK,A28IB49Z4F36Z3,mavirek,0,0,4,1330041600,Travel Size GF Juice,These cans arrived in two cardboard pallets just fine.  The cans are like metal juice boxes--not a lot of juice but enough to hydrate on the go.  Great for carrying in a backpack.,2.2533840194512107e-06
1046,526050,526051,B005BPVA3A,A3R33KMESG0XGQ,romevi,1,2,3,1331769600,"Lots of calories, hurts my teeth.","The taste of these granola clusters is actually very delicious, but the nutritional value exceeds the necessary intake. Also, since no other foods seem to cause this issue, my teeth get aches after chewing on these for a while. Not a very good sign.",2.3452707615094163e-05
675,97210,97211,B0011MAQ6O,AJLE6WZJNCSPF,"nehifamily ""nehifamily""",0,0,3,1318982400,just ok,"My daughter (who is 5 and so didn't elaborate) said it tastes ok, but didn't finish the bar.  That's saying something considering how TINY the bars are.  These are about half the size of a typical SMALL snack bar.  I signed up for a ""subcribe and save"" and am cancelling.  Not worth the cost.",2.3452707615094163e-05
1262,326680,326681,B002AQ0OW6,A3UMJWTUK1R7M0,K. Marier,1,1,1,1296259200,Clogs my coffee maker,"These are TERRIBLE!!!!!!  The coffee tastes fine when they work.  More than half the time they clogged up my Keurig and I had to clean the whole machine to get it to work again.  Finally  I was unable to get my machine to work at all -  I blame Timothy's decaf for destroying my machine as I never had any problems with any other brand of kcups.  I bought a new Keurig and because I still had a ton of these kcups,  tried them in my new machine.  Same problem.  Now I'm stuck with a bunch of coffee I don't dare use.<br />'",1.2193337560357022e-05
950,519398,519399,B001E0VC20,A2T5PAXICCPR9T,Jan Baron Shames,1,2,3,1267660800,Egg Protein,"Although it is very high in protein, I thought the vanilla ice cream flavor was very bland. I would not buy this again as it was not tasty enough.",2.3452707615094163e-05
713,184177,184178,B000Z4WRYS,AM5Q8GOF4RBA,A. Bowman,3,4,2,1263168000,All smell and no taste,"I found this tea to be all smell and no taste.  The smell was wonderful and I was so excited to take a sip.  Unfortunately, as soon as I did, my excitement disappeared.  It tasted just like plain tea.  I won't be purchasing this again.",1.2193337560357022e-05
1449,318276,318277,B003Y5FCG0,A3B2B8VK9UCMC0,Lani K.,0,0,3,1350259200,Dog was not excited,Treats smelled good but dog didn't seem really interested. She is a lab and very treat motivated so not sure why she didn't like these.  She loves dried sweet potatoes.  Seller shipped really fast and product was not old.  Have to do 3 stars because the dog didn't like them.,2.3452707615094163e-05
942,329101,329102,B003VXHGE6,A306ZVR6MU456T,"Morrie F. ""Morrie""",0,0,3,1311552000,coffee lover,"More than a ""hint"" of coconut! Not very much vanilla. Being a vanilla fan and NOT a coconut fan - this is OK.",2.3452707615094163e-05
1476,511088,511089,B004FGWU9O,A1ZHT9MVWAH1VA,Thomas Mastracchio,0,0,3,1317772800,Wolfgang Puck Dark Roast,"The coffee is just OK, a little weak. The price is a little high and it is not worth the extra money.",2.3452707615094163e-05
1024,277006,277007,B000CE9I9S,A3JH5ZLRZT1GKK,"Michelle Jaramillo ""msjaramillo""",1,1,3,1337904000,Great chew treat with a 3 minute lifecycle,"My Max LOVES to chew anything, like most pitbulls do. I bought a bag of these through the referral of another pit bull owner. All I can say is that these treats lasted a mere three minutes. These are about 1/4"" thick or less and they smell great. They are cut into strips that are sized anywhere from a few inches long to 5-7 inches long. They look and feel very natural. Max loves these but he has almost choked himself to death by literally ""biting off more than he can chew"".<br /><br />Great idea and I think they are better than the other traditional rawhides out there and not very messy at all. I don't recommend these for dogs that love to eat and have a tendency to swallow treats whole. If you do try these treats for your dogs, monitor them to see if they are swallowing a large portion of the treat.",2.3452707615094163e-05
871,504951,504952,B003DVMYUW,A2Z0Y62EU60HM7,Jean Van Zyl,10,10,2,1298073600,They did not list sucralose as an ingredient (saw it after purchase),"I was very disappointed in this item, which I thought would be 100% xylitol. It is a mixture of xylitol and SUCRALOSE (splenda). I would never have bought this dangerous sweetener, so I am pretty bummed I wasted my $$$.",1.2193337560357022e-05
1187,25049,25050,B0078Y6OX8,A2LMGTTWZZ6T73,Debbie Delahanty,0,0,5,1301529600,"Fast, fresh and delicious!",Great deal on such a nice morning treat!  LOVE the flavor and taste - for a price that is well worth waking up to!,2.2533840194512107e-06
674,171685,171686,B000PGJ4LA,A3A2C8HV015ZQ2,"H. Harper ""wondermom""",2,2,3,1347235200,"works okay, but buy elsewhere","The product works okay, about as well as anything else that contains DEET will work. You'll want to bathe as soon as possible after applying and exposure, but it will keep mosquitoes, for the most part, away from you.<br /><br />However I realized I paid way too much for this through Amazon. I bought it because we had a camp out coming up and stores had already put away the sunblock/insect repellent sections. I paid $8 for this on Amazon, and the very next day saw it in Walmart's camping aisle for $4 - same size, same product. So check the camping section of your store before ordering here.",2.3452707615094163e-05
1152,249959,249960,B006Q7YG56,A3N4CUW4UYC9I3,MH,0,0,4,1344211200,Very nutritious and convenient,"I was really happy to have these Nature's Variety Instinct Raw Boost Bites Freeze-Dried chicken treats when my dog wasn't feeling well and wasn't eating a lot of food.  I broke them into little pieces and gave them to her as a snack.  She likes stuff like this much better when she thinks it is a treat, rather than presenting it as a meal.  I have purchased other Nature's Variety products quite often in the past, but this is my first time getting the freeze dried treats.  I like that meat, fruit, and vegetables are the main ingredients and feel confident in feeding this to my dog.  The only reason I removed a star from the rating is because of the price.  It is quite expensive for the amount offered.  I will probably continue to buy another brand (Stella & Chewy's) freeze dried options because the price, while still high, is much better for the amount of product and my dog seems to like them both the same.",2.2533840194512107e-06
732,295288,295289,B000LQNK50,A228CVPNVGAZ48,chrisjweaver,1,4,2,1334620800,Thoroughly UNIMPRESSIVE,Nong Shim makes some of the best ramen on the market but this flavor is horrible.  It is like black tar without any flavor.  Save your time and get the Spicy Seafood Nong Shim.  I will use the remaining noodles with flavoring other than what comes in the package...,1.2193337560357022e-05
1081,435071,435072,B00480QF0M,A256NAFVA2J4ZW,Craig Scott Shafar,0,0,5,1336348800,Fantastic,"I have had it with brisket, turkey and chicken fingers. It is great on everything. Just the right amount of kick. It is hard to describe, sweet but spicey. My kids love it, their ages are nine to nineteen.",2.2533840194512107e-06
902,63728,63729,B002IEZJMA,A2IMLOJ2Z2QEU2,Naomi (Storm),0,2,4,1333584000,Yeesh - kicks like a mule! Tastes like a Imperial Stout,"This is my second ""coffee-in-a-can"" from illy issimo - my first being the much sweeter <a href=""http://www.amazon.com/gp/product/B002IEVJRY"">Cappuccino</a>.<br /><br />I should preface my review by first saying that I am not a coffee drinker - I usually like my coffee in a dessert setting; being nice and sweet and creamy. I knew enough about coffees to know that the espresso would be the darker, more robust and more bitter of the two drinks, but wow - what a punch. I have been on a beer kick lately and many of the darker stout beers say that they have a strong ""coffee flavor"" which I never understood because I was expecting ""coffee"" as in the flavor I associate with something like coffee iced cream. After drinking this espresso drink, I now understand the flavor they talk about - and oddly enough, the first thought that came to my mind when I drank this was, ""Wow, this tastes like a beer."" (not in the boozy sense, mind you - just the bitter bite and flavor overtones).<br /><br />There is a twinge of sweetness to the drink, but nothing that I would consider having a major impact. The bitterness is pretty impressive considering that this small can has 10g of sugar - to put that into perspective, it has about half the sugar of a normal Coke.<br /><br />Now... the caffeine part.<br /><br />I don't really get much caffeine any more - I used to drink tons when I was a kid - going through multiple six-packs of Coke in a week. Nowadays the only caffeine I get is from iced tea at a restaurant (unsweet). So maybe it's because my tolerance is now a bit lower than it used to be, but this thing kicks like a mule. I drank the espresso about three hours after eating lunch, and I would say that I felt the impact within ten minutes of finishing off the can. It stuck with me for about an hour too. Oddly enough, the cappuccino version of this drink took a few hours for me to feel the caffeine high. I checked out the can and found out why... pregnant women and people with heart issues should probably stay very far away from this drink.<br /><br />Here are some basic caffeine stats from the Mayo Clinic:<br />Drink  Size  Caffeine<br />5-Hour Energy  2 oz. (60 mL)  207 mg<br />Red Bull  8.4 oz (250 mL)  76-80 mg<br />Coca-Cola Classic  12 oz. (355 mL)  30-35 mg<br />Mountain Dew  12 oz. (355 mL)  46-55 mg<br /><br />This little can is 6.8 fl oz (200mL) and contains 155 mg of caffeine.<br /><br />If you're a big coffee drinker who takes a lot of their coffee strong and black, these numbers won't come as much of a shock to you since it's pretty much in line with normal brewed coffee. However, if you're no longer a caffeine junkie, don't be surprised if you suddenly feel the need to run a marathon.<br /><br />My final verdict is that I like this stuff, although in the future I'd probably tend to stick more with the sweeter Mochas and Cappuccinos. If you're not a fan of the bitter coffees, I can't say I'd recommend this drink for you, but I didn't find the flavor as off-putting as many other reviewers seem to have.",2.2533840194512107e-06
